imageId,articleTypeName,categoryName,articleTypeId,categoryId
24641,Cufflinks,Cufflinks,53,24
41765,Tunics,Topwear,39,0
48959,Ring,Jewellery,50,6
25963,Tunics,Topwear,39,0
43469,Night suits,Loungewear and Nightwear,46,17
55249,Foundation and Primer,Makeup,60,21
56598,Kajal and Eyeliner,Makeup,54,21
12154,Leggings,Bottomwear,41,4
49160,Foundation and Primer,Makeup,60,21
59519,Necklace and Chains,Jewellery,44,6
40070,Capris,Bottomwear,43,4
55824,Night suits,Loungewear and Nightwear,46,17
36284,Night suits,Loungewear and Nightwear,46,17
48313,Bracelet,Jewellery,62,6
2488,Sports Sandals,Sandal,61,9
47666,Scarves,Scarves,49,22
57192,Tunics,Topwear,39,0
11713,Tunics,Topwear,39,0
52346,Nightdress,Loungewear and Nightwear,40,17
31080,Stoles,Stoles,56,26
39119,Leggings,Bottomwear,41,4
39126,Leggings,Bottomwear,41,4
33508,Skirts,Bottomwear,48,4
22466,Leggings,Bottomwear,41,4
57691,Face Moisturisers,Skin,64,27
55322,Face Moisturisers,Skin,64,27
43757,Bangle,Jewellery,58,6
50467,Trunk,Innerwear,47,5
36272,Night suits,Loungewear and Nightwear,46,17
48582,Bracelet,Jewellery,62,6
33957,Leggings,Bottomwear,41,4
55246,Foundation and Primer,Makeup,60,21
50630,Trunk,Innerwear,47,5
11140,Scarves,Scarves,49,22
59780,Bracelet,Jewellery,62,6
28990,Kurta Sets,Apparel Set,55,25
48759,Jewellery Set,Jewellery,65,6
19236,Scarves,Scarves,49,22
56507,Lip Gloss,Lips,45,15
28115,Trunk,Innerwear,47,5
48877,Pendant,Jewellery,42,6
48319,Bracelet,Jewellery,62,6
17372,Accessory Gift Set,Accessories,52,23
28970,Kurta Sets,Apparel Set,55,25
48748,Bangle,Jewellery,58,6
25938,Scarves,Scarves,49,22
25946,Scarves,Scarves,49,22
21252,Duffel Bag,Bags,57,2
49163,Kajal and Eyeliner,Makeup,54,21
52412,Nightdress,Loungewear and Nightwear,40,17
23465,Scarves,Scarves,49,22
3910,Capris,Bottomwear,43,4
34908,Dupatta,Topwear,51,0
55505,Lip Gloss,Lips,45,15
17926,Capris,Bottomwear,43,4
49047,Ring,Jewellery,50,6
6864,Skirts,Bottomwear,48,4
14137,Cufflinks,Cufflinks,53,24
42631,Bracelet,Jewellery,62,6
56208,Pendant,Jewellery,42,6
50030,Lounge Pants,Loungewear and Nightwear,63,17
57084,Skirts,Bottomwear,48,4
44166,Fragrance Gift Set,Fragrance,66,8
59858,Face Moisturisers,Skin,64,27
58862,Cufflinks,Cufflinks,53,24
30819,Leggings,Bottomwear,41,4
48993,Ring,Jewellery,50,6
39056,Cufflinks,Cufflinks,53,24
43101,Fragrance Gift Set,Fragrance,66,8
46282,Tunics,Topwear,39,0
39135,Kurta Sets,Apparel Set,55,25
2578,Capris,Bottomwear,43,4
34303,Stoles,Stoles,56,26
57725,Lip Gloss,Lips,45,15
55228,Foundation and Primer,Makeup,60,21
48943,Pendant,Jewellery,42,6
48931,Ring,Jewellery,50,6
55225,Kajal and Eyeliner,Makeup,54,21
23472,Scarves,Scarves,49,22
17639,Scarves,Scarves,49,22
51992,Lounge Pants,Loungewear and Nightwear,63,17
54171,Necklace and Chains,Jewellery,44,6
36068,Duffel Bag,Bags,57,2
56597,Kajal and Eyeliner,Makeup,54,21
55068,Lip Gloss,Lips,45,15
50660,Lounge Pants,Loungewear and Nightwear,63,17
30924,Skirts,Bottomwear,48,4
31228,Capris,Bottomwear,43,4
46192,Jewellery Set,Jewellery,65,6
56561,Lip Gloss,Lips,45,15
48966,Ring,Jewellery,50,6
35099,Stoles,Stoles,56,26
52454,Nightdress,Loungewear and Nightwear,40,17
59560,Bangle,Jewellery,58,6
39117,Leggings,Bottomwear,41,4
31891,Stoles,Stoles,56,26
42617,Jewellery Set,Jewellery,65,6
39238,Nightdress,Loungewear and Nightwear,40,17
19935,Accessory Gift Set,Accessories,52,23
14151,Cufflinks,Cufflinks,53,24
59510,Pendant,Jewellery,42,6
53823,Tunics,Topwear,39,0
25944,Scarves,Scarves,49,22
32252,Skirts,Bottomwear,48,4
25903,Leggings,Bottomwear,41,4
55002,Lip Gloss,Lips,45,15
50689,Trunk,Innerwear,47,5
55490,Lip Gloss,Lips,45,15
52421,Nightdress,Loungewear and Nightwear,40,17
59462,Ring,Jewellery,50,6
54850,Necklace and Chains,Jewellery,44,6
47277,Boxers,Innerwear,68,5
3909,Capris,Bottomwear,43,4
48990,Ring,Jewellery,50,6
52378,Nightdress,Loungewear and Nightwear,40,17
55587,Lip Gloss,Lips,45,15
59504,Necklace and Chains,Jewellery,44,6
56196,Highlighter and Blush,Makeup,67,21
56115,Lip Gloss,Lips,45,15
41316,Leggings,Bottomwear,41,4
28090,Trunk,Innerwear,47,5
48742,Bangle,Jewellery,58,6
25953,Scarves,Scarves,49,22
49931,Trunk,Innerwear,47,5
25904,Leggings,Bottomwear,41,4
32251,Skirts,Bottomwear,48,4
57187,Tunics,Topwear,39,0
36042,Duffel Bag,Bags,57,2
12773,Tunics,Topwear,39,0
41003,Skirts,Bottomwear,48,4
56588,Kajal and Eyeliner,Makeup,54,21
54871,Necklace and Chains,Jewellery,44,6
48750,Bangle,Jewellery,58,6
28112,Trunk,Innerwear,47,5
27415,Capris,Bottomwear,43,4
11123,Laptop Bag,Bags,59,2
35958,Skirts,Bottomwear,48,4
43225,Capris,Bottomwear,43,4
38505,Skirts,Bottomwear,48,4
7493,Capris,Bottomwear,43,4
53090,Necklace and Chains,Jewellery,44,6
17637,Scarves,Scarves,49,22
31185,Accessory Gift Set,Accessories,52,23
49050,Ring,Jewellery,50,6
34976,Stoles,Stoles,56,26
50675,Trunk,Innerwear,47,5
52354,Nightdress,Loungewear and Nightwear,40,17
14145,Cufflinks,Cufflinks,53,24
25592,Kurta Sets,Apparel Set,55,25
41781,Tunics,Topwear,39,0
21907,Kurta Sets,Apparel Set,55,25
48768,Jewellery Set,Jewellery,65,6
50489,Trunk,Innerwear,47,5
27385,Night suits,Loungewear and Nightwear,46,17
43734,Bangle,Jewellery,58,6
58628,Bangle,Jewellery,58,6
42613,Jewellery Set,Jewellery,65,6
41792,Tunics,Topwear,39,0
31893,Stoles,Stoles,56,26
48335,Necklace and Chains,Jewellery,44,6
35025,Stoles,Stoles,56,26
45778,Tunics,Topwear,39,0
35005,Stoles,Stoles,56,26
55496,Lip Gloss,Lips,45,15
25069,Accessory Gift Set,Accessories,52,23
40146,Capris,Bottomwear,43,4
18681,Trunk,Innerwear,47,5
52017,Night suits,Loungewear and Nightwear,46,17
30813,Leggings,Bottomwear,41,4
56569,Foundation and Primer,Makeup,60,21
39121,Leggings,Bottomwear,41,4
52318,Bangle,Jewellery,58,6
34909,Dupatta,Topwear,51,0
33750,Tunics,Topwear,39,0
32070,Boxers,Innerwear,68,5
25858,Laptop Bag,Bags,59,2
29190,Laptop Bag,Bags,59,2
56221,Night suits,Loungewear and Nightwear,46,17
55522,Foundation and Primer,Makeup,60,21
18680,Trunk,Innerwear,47,5
3490,Sports Sandals,Sandal,61,9
59563,Pendant,Jewellery,42,6
46057,Bracelet,Jewellery,62,6
48922,Ring,Jewellery,50,6
33274,Leggings,Bottomwear,41,4
55350,Face Moisturisers,Skin,64,27
59558,Bangle,Jewellery,58,6
50668,Lounge Pants,Loungewear and Nightwear,63,17
33271,Skirts,Bottomwear,48,4
36289,Night suits,Loungewear and Nightwear,46,17
50026,Leggings,Bottomwear,41,4
40432,Skirts,Bottomwear,48,4
23617,Fragrance Gift Set,Fragrance,66,8
52397,Nightdress,Loungewear and Nightwear,40,17
48766,Jewellery Set,Jewellery,65,6
36694,Sports Sandals,Sandal,61,9
3896,Skirts,Bottomwear,48,4
52375,Nightdress,Loungewear and Nightwear,40,17
48743,Bangle,Jewellery,58,6
52316,Bangle,Jewellery,58,6
35016,Stoles,Stoles,56,26
33987,Scarves,Scarves,49,22
35133,Bracelet,Jewellery,62,6
46124,Necklace and Chains,Jewellery,44,6
48745,Bangle,Jewellery,58,6
34467,Laptop Bag,Bags,59,2
27013,Capris,Bottomwear,43,4
35095,Scarves,Scarves,49,22
32266,Lounge Pants,Loungewear and Nightwear,63,17
51844,Nightdress,Loungewear and Nightwear,40,17
50993,Nightdress,Loungewear and Nightwear,40,17
28943,Leggings,Bottomwear,41,4
48907,Pendant,Jewellery,42,6
56080,Lip Gloss,Lips,45,15
38934,Leggings,Bottomwear,41,4
12160,Leggings,Bottomwear,41,4
59586,Cufflinks,Cufflinks,53,24
46155,Necklace and Chains,Jewellery,44,6
25861,Laptop Bag,Bags,59,2
30715,Kurta Sets,Apparel Set,55,25
30960,Tunics,Topwear,39,0
46026,Pendant,Jewellery,42,6
54563,Tunics,Topwear,39,0
59484,Ring,Jewellery,50,6
53559,Boxers,Innerwear,68,5
48844,Pendant,Jewellery,42,6
56099,Lip Gloss,Lips,45,15
18376,Trunk,Innerwear,47,5
59469,Ring,Jewellery,50,6
15303,Sports Sandals,Sandal,61,9
52452,Nightdress,Loungewear and Nightwear,40,17
34305,Stoles,Stoles,56,26
33973,Tunics,Topwear,39,0
52133,Leggings,Bottomwear,41,4
48928,Ring,Jewellery,50,6
34462,Laptop Bag,Bags,59,2
52459,Nightdress,Loungewear and Nightwear,40,17
53812,Kurta Sets,Apparel Set,55,25
36275,Night suits,Loungewear and Nightwear,46,17
26983,Capris,Bottomwear,43,4
59509,Pendant,Jewellery,42,6
58586,Necklace and Chains,Jewellery,44,6
56583,Highlighter and Blush,Makeup,67,21
17858,Trunk,Innerwear,47,5
36260,Night suits,Loungewear and Nightwear,46,17
23484,Scarves,Scarves,49,22
41332,Dupatta,Topwear,51,0
55009,Lip Gloss,Lips,45,15
30812,Leggings,Bottomwear,41,4
39517,Laptop Bag,Bags,59,2
25062,Accessory Gift Set,Accessories,52,23
59466,Ring,Jewellery,50,6
59457,Ring,Jewellery,50,6
43705,Jewellery Set,Jewellery,65,6
13536,Sports Sandals,Sandal,61,9
58857,Cufflinks,Cufflinks,53,24
50027,Leggings,Bottomwear,41,4
9994,Skirts,Bottomwear,48,4
58841,Cufflinks,Cufflinks,53,24
43077,Capris,Bottomwear,43,4
52464,Nightdress,Loungewear and Nightwear,40,17
57740,Foundation and Primer,Makeup,60,21
58117,Pendant,Jewellery,42,6
27957,Trunk,Innerwear,47,5
23303,Leggings,Bottomwear,41,4
58923,Accessory Gift Set,Accessories,52,23
34554,Duffel Bag,Bags,57,2
55812,Night suits,Loungewear and Nightwear,46,17
48791,Pendant,Jewellery,42,6
56087,Lip Gloss,Lips,45,15
42290,Skirts,Bottomwear,48,4
57752,Foundation and Primer,Makeup,60,21
23545,Fragrance Gift Set,Fragrance,66,8
45499,Capris,Bottomwear,43,4
57180,Tunics,Topwear,39,0
47668,Scarves,Scarves,49,22
18430,Laptop Bag,Bags,59,2
34148,Skirts,Bottomwear,48,4
41320,Leggings,Bottomwear,41,4
22683,Duffel Bag,Bags,57,2
48953,Ring,Jewellery,50,6
27030,Capris,Bottomwear,43,4
17860,Trunk,Innerwear,47,5
21914,Kurta Sets,Apparel Set,55,25
43727,Bangle,Jewellery,58,6
55814,Night suits,Loungewear and Nightwear,46,17
46250,Tunics,Topwear,39,0
56252,Night suits,Loungewear and Nightwear,46,17
55226,Kajal and Eyeliner,Makeup,54,21
23464,Scarves,Scarves,49,22
53813,Tunics,Topwear,39,0
52463,Nightdress,Loungewear and Nightwear,40,17
2590,Capris,Bottomwear,43,4
18431,Laptop Bag,Bags,59,2
35021,Stoles,Stoles,56,26
4650,Sports Sandals,Sandal,61,9
56616,Highlighter and Blush,Makeup,67,21
48738,Bangle,Jewellery,58,6
55787,Nightdress,Loungewear and Nightwear,40,17
52442,Nightdress,Loungewear and Nightwear,40,17
52205,Pendant,Jewellery,42,6
48934,Ring,Jewellery,50,6
57179,Tunics,Topwear,39,0
39522,Laptop Bag,Bags,59,2
51799,Nightdress,Loungewear and Nightwear,40,17
11028,Tunics,Topwear,39,0
49779,Night suits,Loungewear and Nightwear,46,17
5254,Duffel Bag,Bags,57,2
14147,Cufflinks,Cufflinks,53,24
38717,Tunics,Topwear,39,0
25448,Sports Sandals,Sandal,61,9
35028,Stoles,Stoles,56,26
59754,Nightdress,Loungewear and Nightwear,40,17
48781,Pendant,Jewellery,42,6
28010,Trunk,Innerwear,47,5
35092,Scarves,Scarves,49,22
30815,Leggings,Bottomwear,41,4
54176,Necklace and Chains,Jewellery,44,6
28011,Trunk,Innerwear,47,5
9800,Tunics,Topwear,39,0
50572,Trunk,Innerwear,47,5
34307,Stoles,Stoles,56,26
25049,Accessory Gift Set,Accessories,52,23
32522,Fragrance Gift Set,Fragrance,66,8
17377,Accessory Gift Set,Accessories,52,23
54562,Tunics,Topwear,39,0
49161,Foundation and Primer,Makeup,60,21
23106,Accessory Gift Set,Accessories,52,23
23107,Accessory Gift Set,Accessories,52,23
23099,Accessory Gift Set,Accessories,52,23
51911,Laptop Bag,Bags,59,2
50018,Leggings,Bottomwear,41,4
57753,Foundation and Primer,Makeup,60,21
45500,Capris,Bottomwear,43,4
24647,Cufflinks,Cufflinks,53,24
14141,Cufflinks,Cufflinks,53,24
11139,Scarves,Scarves,49,22
58834,Cufflinks,Cufflinks,53,24
56234,Night suits,Loungewear and Nightwear,46,17
46265,Tunics,Topwear,39,0
34969,Stoles,Stoles,56,26
48896,Pendant,Jewellery,42,6
41315,Leggings,Bottomwear,41,4
48821,Pendant,Jewellery,42,6
49111,Foundation and Primer,Makeup,60,21
28116,Trunk,Innerwear,47,5
58848,Cufflinks,Cufflinks,53,24
7932,Lounge Pants,Loungewear and Nightwear,63,17
56151,Kajal and Eyeliner,Makeup,54,21
31072,Dupatta,Topwear,51,0
57200,Tunics,Topwear,39,0
10001,Skirts,Bottomwear,48,4
46154,Necklace and Chains,Jewellery,44,6
25083,Accessory Gift Set,Accessories,52,23
56089,Lip Gloss,Lips,45,15
42632,Bracelet,Jewellery,62,6
2580,Capris,Bottomwear,43,4
39142,Kurta Sets,Apparel Set,55,25
30792,Lounge Pants,Loungewear and Nightwear,63,17
46130,Necklace and Chains,Jewellery,44,6
50490,Trunk,Innerwear,47,5
48801,Pendant,Jewellery,42,6
21908,Kurta Sets,Apparel Set,55,25
58859,Cufflinks,Cufflinks,53,24
57870,Face Moisturisers,Skin,64,27
51810,Nightdress,Loungewear and Nightwear,40,17
34053,Capris,Bottomwear,43,4
17975,Sports Sandals,Sandal,61,9
48916,Pendant,Jewellery,42,6
52308,Necklace and Chains,Jewellery,44,6
42616,Jewellery Set,Jewellery,65,6
52328,Bangle,Jewellery,58,6
55248,Foundation and Primer,Makeup,60,21
50469,Trunk,Innerwear,47,5
56170,Kajal and Eyeliner,Makeup,54,21
41783,Tunics,Topwear,39,0
51960,Laptop Bag,Bags,59,2
52312,Necklace and Chains,Jewellery,44,6
41311,Capris,Bottomwear,43,4
55234,Foundation and Primer,Makeup,60,21
55828,Nightdress,Loungewear and Nightwear,40,17
6532,Skirts,Bottomwear,48,4
59456,Ring,Jewellery,50,6
34116,Capris,Bottomwear,43,4
55256,Kajal and Eyeliner,Makeup,54,21
59778,Bracelet,Jewellery,62,6
25931,Skirts,Bottomwear,48,4
34936,Dupatta,Topwear,51,0
25046,Accessory Gift Set,Accessories,52,23
59587,Cufflinks,Cufflinks,53,24
55510,Lip Gloss,Lips,45,15
39136,Kurta Sets,Apparel Set,55,25
58867,Cufflinks,Cufflinks,53,24
19491,Trunk,Innerwear,47,5
49094,Kajal and Eyeliner,Makeup,54,21
14162,Cufflinks,Cufflinks,53,24
46813,Skirts,Bottomwear,48,4
44788,Boxers,Innerwear,68,5
34308,Stoles,Stoles,56,26
56199,Jewellery Set,Jewellery,65,6
51811,Nightdress,Loungewear and Nightwear,40,17
47667,Scarves,Scarves,49,22
52371,Nightdress,Loungewear and Nightwear,40,17
7212,Tunics,Topwear,39,0
56424,Highlighter and Blush,Makeup,67,21
7430,Tunics,Topwear,39,0
57204,Capris,Bottomwear,43,4
27413,Lounge Pants,Loungewear and Nightwear,63,17
46158,Necklace and Chains,Jewellery,44,6
59866,Face Moisturisers,Skin,64,27
52402,Nightdress,Loungewear and Nightwear,40,17
57872,Face Moisturisers,Skin,64,27
27408,Capris,Bottomwear,43,4
37930,Skirts,Bottomwear,48,4
21251,Duffel Bag,Bags,57,2
19379,Boxers,Innerwear,68,5
56091,Lip Gloss,Lips,45,15
44106,Fragrance Gift Set,Fragrance,66,8
7079,Duffel Bag,Bags,57,2
54724,Kurta Sets,Apparel Set,55,25
35131,Bangle,Jewellery,58,6
16073,Laptop Bag,Bags,59,2
34926,Dupatta,Topwear,51,0
23561,Fragrance Gift Set,Fragrance,66,8
35029,Stoles,Stoles,56,26
43463,Night suits,Loungewear and Nightwear,46,17
39725,Skirts,Bottomwear,48,4
48588,Bracelet,Jewellery,62,6
45086,Night suits,Loungewear and Nightwear,46,17
44167,Fragrance Gift Set,Fragrance,66,8
28912,Laptop Bag,Bags,59,2
57676,Face Moisturisers,Skin,64,27
27386,Night suits,Loungewear and Nightwear,46,17
42001,Capris,Bottomwear,43,4
58845,Cufflinks,Cufflinks,53,24
48739,Bangle,Jewellery,58,6
55810,Night suits,Loungewear and Nightwear,46,17
35134,Bracelet,Jewellery,62,6
51225,Tunics,Topwear,39,0
32521,Fragrance Gift Set,Fragrance,66,8
7488,Capris,Bottomwear,43,4
59498,Necklace and Chains,Jewellery,44,6
56064,Lip Gloss,Lips,45,15
11098,Leggings,Bottomwear,41,4
55098,Face Moisturisers,Skin,64,27
36274,Night suits,Loungewear and Nightwear,46,17
51801,Nightdress,Loungewear and Nightwear,40,17
54849,Necklace and Chains,Jewellery,44,6
7490,Capris,Bottomwear,43,4
55100,Face Moisturisers,Skin,64,27
48961,Ring,Jewellery,50,6
50568,Trunk,Innerwear,47,5
16225,Capris,Bottomwear,43,4
17364,Accessory Gift Set,Accessories,52,23
42603,Pendant,Jewellery,42,6
51982,Nightdress,Loungewear and Nightwear,40,17
54923,Capris,Bottomwear,43,4
22464,Leggings,Bottomwear,41,4
19929,Accessory Gift Set,Accessories,52,23
57717,Lip Gloss,Lips,45,15
52424,Nightdress,Loungewear and Nightwear,40,17
33204,Tunics,Topwear,39,0
48587,Bracelet,Jewellery,62,6
39502,Duffel Bag,Bags,57,2
54868,Necklace and Chains,Jewellery,44,6
55090,Face Moisturisers,Skin,64,27
17373,Accessory Gift Set,Accessories,52,23
41766,Tunics,Topwear,39,0
50682,Trunk,Innerwear,47,5
56807,Tunics,Topwear,39,0
23467,Scarves,Scarves,49,22
25078,Accessory Gift Set,Accessories,52,23
12155,Leggings,Bottomwear,41,4
56084,Lip Gloss,Lips,45,15
17363,Accessory Gift Set,Accessories,52,23
54173,Necklace and Chains,Jewellery,44,6
53338,Boxers,Innerwear,68,5
44153,Fragrance Gift Set,Fragrance,66,8
34937,Dupatta,Topwear,51,0
34054,Capris,Bottomwear,43,4
52441,Nightdress,Loungewear and Nightwear,40,17
22175,Sports Sandals,Sandal,61,9
55261,Kajal and Eyeliner,Makeup,54,21
52367,Nightdress,Loungewear and Nightwear,40,17
5586,Skirts,Bottomwear,48,4
22994,Lounge Pants,Loungewear and Nightwear,63,17
58581,Ring,Jewellery,50,6
54554,Tunics,Topwear,39,0
54723,Kurta Sets,Apparel Set,55,25
52356,Nightdress,Loungewear and Nightwear,40,17
31200,Accessory Gift Set,Accessories,52,23
58096,Pendant,Jewellery,42,6
59712,Nightdress,Loungewear and Nightwear,40,17
56230,Night suits,Loungewear and Nightwear,46,17
55800,Nightdress,Loungewear and Nightwear,40,17
5575,Skirts,Bottomwear,48,4
57089,Skirts,Bottomwear,48,4
59902,Scarves,Scarves,49,22
59572,Cufflinks,Cufflinks,53,24
11319,Capris,Bottomwear,43,4
12159,Leggings,Bottomwear,41,4
56103,Lip Gloss,Lips,45,15
46151,Necklace and Chains,Jewellery,44,6
49762,Leggings,Bottomwear,41,4
59515,Pendant,Jewellery,42,6
41331,Dupatta,Topwear,51,0
44285,Trunk,Innerwear,47,5
48763,Jewellery Set,Jewellery,65,6
25914,Leggings,Bottomwear,41,4
35336,Pendant,Jewellery,42,6
54150,Necklace and Chains,Jewellery,44,6
35014,Stoles,Stoles,56,26
6860,Skirts,Bottomwear,48,4
57177,Tunics,Topwear,39,0
41698,Lounge Pants,Loungewear and Nightwear,63,17
52417,Night suits,Loungewear and Nightwear,46,17
36254,Night suits,Loungewear and Nightwear,46,17
52329,Bangle,Jewellery,58,6
34149,Skirts,Bottomwear,48,4
34967,Stoles,Stoles,56,26
34947,Dupatta,Topwear,51,0
39241,Nightdress,Loungewear and Nightwear,40,17
54156,Necklace and Chains,Jewellery,44,6
50515,Trunk,Innerwear,47,5
56168,Kajal and Eyeliner,Makeup,54,21
59459,Ring,Jewellery,50,6
46177,Necklace and Chains,Jewellery,44,6
48731,Bangle,Jewellery,58,6
28067,Trunk,Innerwear,47,5
48810,Pendant,Jewellery,42,6
45083,Nightdress,Loungewear and Nightwear,40,17
31464,Capris,Bottomwear,43,4
19747,Scarves,Scarves,49,22
23116,Accessory Gift Set,Accessories,52,23
18695,Trunk,Innerwear,47,5
39041,Cufflinks,Cufflinks,53,24
25932,Scarves,Scarves,49,22
55829,Nightdress,Loungewear and Nightwear,40,17
30717,Kurta Sets,Apparel Set,55,25
56253,Night suits,Loungewear and Nightwear,46,17
25595,Kurta Sets,Apparel Set,55,25
56094,Lip Gloss,Lips,45,15
8501,Skirts,Bottomwear,48,4
33183,Tunics,Topwear,39,0
38307,Scarves,Scarves,49,22
43714,Bangle,Jewellery,58,6
51797,Nightdress,Loungewear and Nightwear,40,17
53332,Boxers,Innerwear,68,5
50666,Lounge Pants,Loungewear and Nightwear,63,17
54548,Tunics,Topwear,39,0
56222,Night suits,Loungewear and Nightwear,46,17
26982,Capris,Bottomwear,43,4
33198,Tunics,Topwear,39,0
59511,Pendant,Jewellery,42,6
56102,Lip Gloss,Lips,45,15
55507,Lip Gloss,Lips,45,15
42220,Tunics,Topwear,39,0
25947,Scarves,Scarves,49,22
50516,Trunk,Innerwear,47,5
48823,Pendant,Jewellery,42,6
27199,Skirts,Bottomwear,48,4
49109,Foundation and Primer,Makeup,60,21
6863,Capris,Bottomwear,43,4
29188,Laptop Bag,Bags,59,2
56128,Foundation and Primer,Makeup,60,21
39120,Leggings,Bottomwear,41,4
9579,Duffel Bag,Bags,57,2
52395,Nightdress,Loungewear and Nightwear,40,17
39731,Skirts,Bottomwear,48,4
4929,Skirts,Bottomwear,48,4
59583,Cufflinks,Cufflinks,53,24
55528,Highlighter and Blush,Makeup,67,21
42198,Tunics,Topwear,39,0
36273,Night suits,Loungewear and Nightwear,46,17
55020,Lip Gloss,Lips,45,15
4906,Capris,Bottomwear,43,4
25951,Scarves,Scarves,49,22
16016,Scarves,Scarves,49,22
55551,Kajal and Eyeliner,Makeup,54,21
27417,Capris,Bottomwear,43,4
23471,Scarves,Scarves,49,22
56248,Night suits,Loungewear and Nightwear,46,17
59463,Ring,Jewellery,50,6
23350,Boxers,Innerwear,68,5
25076,Accessory Gift Set,Accessories,52,23
57675,Face Moisturisers,Skin,64,27
52351,Nightdress,Loungewear and Nightwear,40,17
18694,Trunk,Innerwear,47,5
22465,Leggings,Bottomwear,41,4
56233,Night suits,Loungewear and Nightwear,46,17
50712,Trunk,Innerwear,47,5
39897,Sports Sandals,Sandal,61,9
44114,Fragrance Gift Set,Fragrance,66,8
56053,Lip Gloss,Lips,45,15
46244,Tunics,Topwear,39,0
12744,Laptop Bag,Bags,59,2
28106,Boxers,Innerwear,68,5
55268,Kajal and Eyeliner,Makeup,54,21
34292,Dupatta,Topwear,51,0
57743,Foundation and Primer,Makeup,60,21
43614,Tunics,Topwear,39,0
25000,Capris,Bottomwear,43,4
57109,Tunics,Topwear,39,0
55320,Face Moisturisers,Skin,64,27
41074,Sports Sandals,Sandal,61,9
57742,Foundation and Primer,Makeup,60,21
47657,Skirts,Bottomwear,48,4
59775,Bracelet,Jewellery,62,6
49952,Lounge Pants,Loungewear and Nightwear,63,17
33190,Tunics,Topwear,39,0
55548,Kajal and Eyeliner,Makeup,54,21
49018,Ring,Jewellery,50,6
5269,Duffel Bag,Bags,57,2
33229,Laptop Bag,Bags,59,2
25060,Accessory Gift Set,Accessories,52,23
35002,Stoles,Stoles,56,26
18712,Skirts,Bottomwear,48,4
59713,Nightdress,Loungewear and Nightwear,40,17
34902,Dupatta,Topwear,51,0
56568,Foundation and Primer,Makeup,60,21
58922,Accessory Gift Set,Accessories,52,23
55402,Kajal and Eyeliner,Makeup,54,21
25905,Leggings,Bottomwear,41,4
37927,Tunics,Topwear,39,0
34938,Dupatta,Topwear,51,0
25591,Kurta Sets,Apparel Set,55,25
51798,Nightdress,Loungewear and Nightwear,40,17
57677,Face Moisturisers,Skin,64,27
6523,Capris,Bottomwear,43,4
33270,Skirts,Bottomwear,48,4
27962,Trunk,Innerwear,47,5
46205,Bangle,Jewellery,58,6
59503,Pendant,Jewellery,42,6
46279,Tunics,Topwear,39,0
31064,Dupatta,Topwear,51,0
56174,Kajal and Eyeliner,Makeup,54,21
46152,Necklace and Chains,Jewellery,44,6
46263,Tunics,Topwear,39,0
20371,Capris,Bottomwear,43,4
6535,Laptop Bag,Bags,59,2
36267,Night suits,Loungewear and Nightwear,46,17
13264,Skirts,Bottomwear,48,4
56113,Lip Gloss,Lips,45,15
4599,Duffel Bag,Bags,57,2
54174,Necklace and Chains,Jewellery,44,6
56243,Night suits,Loungewear and Nightwear,46,17
