imageId,articleTypeName,categoryName,articleTypeId,categoryId
46921,Perfume and Body Mist,Fragrance,18,8
14287,Shirts,Topwear,1,0
3886,Tshirts,Topwear,0,0
9434,Caps,Headwear,33,19
7388,Formal Shoes,Shoes,17,1
34019,Tshirts,Topwear,0,0
32316,Watches,Watches,3,3
40190,Kurtis,Topwear,38,0
10402,Tops,Topwear,6,0
10775,Backpacks,Bags,15,2
28520,Track Pants,Bottomwear,30,4
31864,Watches,Watches,3,3
47008,Kurtas,Topwear,5,0
5314,Backpacks,Bags,15,2
1935,Backpacks,Bags,15,2
8150,Shirts,Topwear,1,0
25028,Tshirts,Topwear,0,0
48528,Flip Flops,Flip Flops,11,11
2038,Tshirts,Topwear,0,0
54902,Tshirts,Topwear,0,0
43532,Tops,Topwear,6,0
25204,Handbags,Bags,7,2
3660,Sports Shoes,Shoes,4,1
12778,Kurtas,Topwear,5,0
28313,Casual Shoes,Shoes,2,1
28712,Kurtas,Topwear,5,0
1594,Casual Shoes,Shoes,2,1
35907,Handbags,Bags,7,2
15012,Jackets,Topwear,35,0
42861,Handbags,Bags,7,2
52586,Clutches,Bags,31,2
9085,Casual Shoes,Shoes,2,1
13215,Sports Shoes,Shoes,4,1
1963,Sports Shoes,Shoes,4,1
15564,Heels,Shoes,8,1
43229,Casual Shoes,Shoes,2,1
37908,Perfume and Body Mist,Fragrance,18,8
6931,Tshirts,Topwear,0,0
53312,Tshirts,Topwear,0,0
31947,Sports Shoes,Shoes,4,1
48485,Dresses,Dress,24,14
28378,Sunglasses,Eyewear,9,7
25462,Sports Shoes,Shoes,4,1
28578,Watches,Watches,3,3
2482,Tops,Topwear,6,0
49895,Watches,Watches,3,3
42534,Kurtas,Topwear,5,0
29046,Tshirts,Topwear,0,0
1977,Shorts,Bottomwear,20,4
15272,Backpacks,Bags,15,2
45251,Watches,Watches,3,3
15370,Sweatshirts,Topwear,32,0
14129,Jeans,Bottomwear,19,4
3997,Flip Flops,Flip Flops,11,11
6943,Tshirts,Topwear,0,0
12659,Shirts,Topwear,1,0
44864,Tshirts,Topwear,0,0
5431,Shirts,Topwear,1,0
11491,Watches,Watches,3,3
58917,Ties,Ties,36,20
14899,Wallets,Wallets,10,10
14371,Heels,Shoes,8,1
5618,Sports Shoes,Shoes,4,1
20362,Tshirts,Topwear,0,0
17934,Shorts,Bottomwear,20,4
49792,Caps,Headwear,33,19
7953,Tshirts,Topwear,0,0
21808,Wallets,Wallets,10,10
2579,Shorts,Bottomwear,20,4
12483,Formal Shoes,Shoes,17,1
18744,Shirts,Topwear,1,0
12680,Caps,Headwear,33,19
15673,Jeans,Bottomwear,19,4
33322,Shirts,Topwear,1,0
8935,Wallets,Wallets,10,10
3247,Casual Shoes,Shoes,2,1
54103,Heels,Shoes,8,1
29964,Sunglasses,Eyewear,9,7
45955,Tops,Topwear,6,0
29820,Shirts,Topwear,1,0
5144,Tshirts,Topwear,0,0
21998,Handbags,Bags,7,2
53879,Flip Flops,Flip Flops,11,11
24663,Casual Shoes,Shoes,2,1
21020,Shirts,Topwear,1,0
13611,Innerwear Vests,Innerwear,37,5
27169,Shirts,Topwear,1,0
34572,Dresses,Dress,24,14
34794,Caps,Headwear,33,19
36926,Perfume and Body Mist,Fragrance,18,8
29297,Tshirts,Topwear,0,0
18677,Flip Flops,Flip Flops,11,11
20131,Shirts,Topwear,1,0
10318,Watches,Watches,3,3
47022,Kurtas,Topwear,5,0
32862,Backpacks,Bags,15,2
31711,Earrings,Jewellery,26,6
55912,Nail Polish,Nails,28,18
3887,Tshirts,Topwear,0,0
2675,Tshirts,Topwear,0,0
49290,Socks,Socks,16,13
58941,Watches,Watches,3,3
5964,Shirts,Topwear,1,0
16272,Shirts,Topwear,1,0
26708,Sandals,Sandal,12,9
11946,Sandals,Sandal,12,9
15202,Tshirts,Topwear,0,0
14757,Shirts,Topwear,1,0
39613,Heels,Shoes,8,1
58947,Deodorant,Fragrance,27,8
18551,Flats,Shoes,22,1
54667,Watches,Watches,3,3
33426,Handbags,Bags,7,2
59978,Dresses,Dress,24,14
58817,Casual Shoes,Shoes,2,1
35314,Earrings,Jewellery,26,6
27479,Bra,Innerwear,23,5
43680,Dresses,Dress,24,14
38577,Track Pants,Bottomwear,30,4
25144,Handbags,Bags,7,2
41973,Tops,Topwear,6,0
5270,Backpacks,Bags,15,2
38021,Watches,Watches,3,3
23787,Sunglasses,Eyewear,9,7
20169,Shirts,Topwear,1,0
2321,Tshirts,Topwear,0,0
42070,Wallets,Wallets,10,10
41784,Dresses,Dress,24,14
36811,Perfume and Body Mist,Fragrance,18,8
6184,Flip Flops,Flip Flops,11,11
8680,Sunglasses,Eyewear,9,7
8818,Shirts,Topwear,1,0
16780,Watches,Watches,3,3
29237,Flats,Shoes,22,1
13574,Innerwear Vests,Innerwear,37,5
41263,Wallets,Wallets,10,10
17987,Belts,Belts,14,12
58932,Handbags,Bags,7,2
57526,Casual Shoes,Shoes,2,1
11759,Tops,Topwear,6,0
33546,Shirts,Topwear,1,0
9133,Sports Shoes,Shoes,4,1
58159,Wallets,Wallets,10,10
2980,Tshirts,Topwear,0,0
55643,Heels,Shoes,8,1
45256,Watches,Watches,3,3
4150,Sports Shoes,Shoes,4,1
43003,Sports Shoes,Shoes,4,1
26015,Perfume and Body Mist,Fragrance,18,8
53741,Track Pants,Bottomwear,30,4
7631,Shorts,Bottomwear,20,4
35259,Shirts,Topwear,1,0
10533,Sports Shoes,Shoes,4,1
44083,Perfume and Body Mist,Fragrance,18,8
42076,Wallets,Wallets,10,10
54576,Kurtas,Topwear,5,0
17836,Flip Flops,Flip Flops,11,11
25707,Handbags,Bags,7,2
15775,Briefs,Innerwear,13,5
10438,Jeans,Bottomwear,19,4
38996,Jeans,Bottomwear,19,4
48141,Wallets,Wallets,10,10
38681,Wallets,Wallets,10,10
28692,Kurtas,Topwear,5,0
30748,Kurtas,Topwear,5,0
50625,Briefs,Innerwear,13,5
12480,Formal Shoes,Shoes,17,1
59441,Shirts,Topwear,1,0
8708,Sunglasses,Eyewear,9,7
35472,Heels,Shoes,8,1
58966,Perfume and Body Mist,Fragrance,18,8
28177,Sunglasses,Eyewear,9,7
25700,Tops,Topwear,6,0
6704,Socks,Socks,16,13
50732,Sandals,Sandal,12,9
48594,Earrings,Jewellery,26,6
39233,Dresses,Dress,24,14
15812,Briefs,Innerwear,13,5
33639,Flip Flops,Flip Flops,11,11
47632,Casual Shoes,Shoes,2,1
26012,Perfume and Body Mist,Fragrance,18,8
31591,Tshirts,Topwear,0,0
16004,Sweaters,Topwear,34,0
17125,Handbags,Bags,7,2
52158,Tops,Topwear,6,0
3250,Casual Shoes,Shoes,2,1
17897,Jackets,Topwear,35,0
9080,Track Pants,Bottomwear,30,4
5853,Handbags,Bags,7,2
44553,Sandals,Sandal,12,9
28614,Sports Shoes,Shoes,4,1
17311,Sunglasses,Eyewear,9,7
29210,Socks,Socks,16,13
19841,Shirts,Topwear,1,0
11002,Watches,Watches,3,3
25468,Sports Shoes,Shoes,4,1
21464,Sweaters,Topwear,34,0
8896,Shirts,Topwear,1,0
35655,Casual Shoes,Shoes,2,1
7827,Tshirts,Topwear,0,0
44755,Sports Shoes,Shoes,4,1
56532,Lipstick,Lips,29,15
40504,Watches,Watches,3,3
7193,Jeans,Bottomwear,19,4
37726,Shirts,Topwear,1,0
20511,Handbags,Bags,7,2
17832,Casual Shoes,Shoes,2,1
42532,Kurtas,Topwear,5,0
10377,Tshirts,Topwear,0,0
4154,Sports Shoes,Shoes,4,1
35788,Heels,Shoes,8,1
58452,Watches,Watches,3,3
39339,Sports Shoes,Shoes,4,1
33549,Shirts,Topwear,1,0
18589,Socks,Socks,16,13
14689,Trousers,Bottomwear,21,4
28025,Briefs,Innerwear,13,5
3609,Casual Shoes,Shoes,2,1
36348,Ties,Ties,36,20
4047,Sports Shoes,Shoes,4,1
38147,Backpacks,Bags,15,2
7128,Track Pants,Bottomwear,30,4
36925,Wallets,Wallets,10,10
34085,Casual Shoes,Shoes,2,1
23807,Casual Shoes,Shoes,2,1
5900,Casual Shoes,Shoes,2,1
44841,Tshirts,Topwear,0,0
21951,Handbags,Bags,7,2
57669,Nail Polish,Nails,28,18
39305,Casual Shoes,Shoes,2,1
29521,Watches,Watches,3,3
53751,Track Pants,Bottomwear,30,4
24151,Kurtas,Topwear,5,0
38226,Sunglasses,Eyewear,9,7
41723,Heels,Shoes,8,1
24463,Casual Shoes,Shoes,2,1
16466,Shirts,Topwear,1,0
58603,Earrings,Jewellery,26,6
13818,Caps,Headwear,33,19
7061,Backpacks,Bags,15,2
19758,Watches,Watches,3,3
6202,Tshirts,Topwear,0,0
54926,Tshirts,Topwear,0,0
17427,Watches,Watches,3,3
39878,Backpacks,Bags,15,2
6134,Casual Shoes,Shoes,2,1
20966,Handbags,Bags,7,2
22404,Shirts,Topwear,1,0
52114,Tops,Topwear,6,0
7121,Backpacks,Bags,15,2
55652,Heels,Shoes,8,1
7626,Belts,Belts,14,12
31458,Shorts,Bottomwear,20,4
34040,Shirts,Topwear,1,0
33056,Shirts,Topwear,1,0
4340,Casual Shoes,Shoes,2,1
13154,Tshirts,Topwear,0,0
9474,Shirts,Topwear,1,0
45318,Belts,Belts,14,12
53781,Tshirts,Topwear,0,0
45742,Kurtas,Topwear,5,0
13113,Shorts,Bottomwear,20,4
33902,Watches,Watches,3,3
49885,Watches,Watches,3,3
14511,Shirts,Topwear,1,0
31254,Tshirts,Topwear,0,0
43002,Sports Shoes,Shoes,4,1
8868,Shirts,Topwear,1,0
23906,Casual Shoes,Shoes,2,1
29919,Watches,Watches,3,3
50221,Belts,Belts,14,12
30910,Kurtis,Topwear,38,0
37621,Tshirts,Topwear,0,0
4993,Sports Shoes,Shoes,4,1
27882,Shirts,Topwear,1,0
31153,Tshirts,Topwear,0,0
9250,Shirts,Topwear,1,0
29493,Watches,Watches,3,3
38046,Watches,Watches,3,3
24447,Briefs,Innerwear,13,5
52099,Kurtis,Topwear,38,0
14075,Tshirts,Topwear,0,0
27539,Shirts,Topwear,1,0
14462,Heels,Shoes,8,1
17079,Wallets,Wallets,10,10
20164,Shirts,Topwear,1,0
7343,Tshirts,Topwear,0,0
2051,Tshirts,Topwear,0,0
13689,Sports Shoes,Shoes,4,1
45364,Heels,Shoes,8,1
7235,Formal Shoes,Shoes,17,1
34251,Shorts,Bottomwear,20,4
37199,Shorts,Bottomwear,20,4
40694,Casual Shoes,Shoes,2,1
12719,Flats,Shoes,22,1
8701,Sunglasses,Eyewear,9,7
3655,Casual Shoes,Shoes,2,1
27724,Handbags,Bags,7,2
51145,Socks,Socks,16,13
36901,Watches,Watches,3,3
29316,Backpacks,Bags,15,2
10240,Watches,Watches,3,3
8748,Shirts,Topwear,1,0
53677,Handbags,Bags,7,2
26810,Trousers,Bottomwear,21,4
15318,Sweatshirts,Topwear,32,0
7311,Tops,Topwear,6,0
4443,Casual Shoes,Shoes,2,1
28088,Briefs,Innerwear,13,5
53047,Sarees,Saree,25,16
50944,Jeans,Bottomwear,19,4
19847,Shirts,Topwear,1,0
41518,Sunglasses,Eyewear,9,7
3132,Tshirts,Topwear,0,0
11774,Tshirts,Topwear,0,0
11078,Sweaters,Topwear,34,0
5266,Backpacks,Bags,15,2
15031,Sweaters,Topwear,34,0
21618,Bra,Innerwear,23,5
26665,Casual Shoes,Shoes,2,1
18552,Flats,Shoes,22,1
8092,Sports Shoes,Shoes,4,1
45321,Heels,Shoes,8,1
25277,Handbags,Bags,7,2
17966,Casual Shoes,Shoes,2,1
29468,Watches,Watches,3,3
35165,Sandals,Sandal,12,9
19850,Shirts,Topwear,1,0
36787,Watches,Watches,3,3
49679,Sunglasses,Eyewear,9,7
40169,Sunglasses,Eyewear,9,7
8068,Wallets,Wallets,10,10
46817,Flats,Shoes,22,1
47010,Kurtas,Topwear,5,0
16872,Sunglasses,Eyewear,9,7
14659,Trousers,Bottomwear,21,4
47252,Briefs,Innerwear,13,5
31263,Tshirts,Topwear,0,0
41388,Shirts,Topwear,1,0
23205,Shirts,Topwear,1,0
5905,Casual Shoes,Shoes,2,1
37470,Watches,Watches,3,3
58483,Wallets,Wallets,10,10
54496,Handbags,Bags,7,2
28834,Kurtas,Topwear,5,0
21942,Handbags,Bags,7,2
22853,Casual Shoes,Shoes,2,1
12117,Kurtas,Topwear,5,0
45836,Kurtas,Topwear,5,0
36888,Belts,Belts,14,12
31822,Watches,Watches,3,3
23941,Sports Shoes,Shoes,4,1
25985,Perfume and Body Mist,Fragrance,18,8
29423,Watches,Watches,3,3
27191,Kurtas,Topwear,5,0
22407,Shirts,Topwear,1,0
35450,Tops,Topwear,6,0
8030,Track Pants,Bottomwear,30,4
46717,Perfume and Body Mist,Fragrance,18,8
30863,Kurtas,Topwear,5,0
59920,Kurtas,Topwear,5,0
36047,Backpacks,Bags,15,2
57467,Casual Shoes,Shoes,2,1
48076,Tshirts,Topwear,0,0
29688,Shorts,Bottomwear,20,4
47612,Heels,Shoes,8,1
38208,Sunglasses,Eyewear,9,7
21598,Trousers,Bottomwear,21,4
15519,Flip Flops,Flip Flops,11,11
44848,Tshirts,Topwear,0,0
52641,Handbags,Bags,7,2
38311,Sunglasses,Eyewear,9,7
39571,Heels,Shoes,8,1
50835,Belts,Belts,14,12
5595,Sports Shoes,Shoes,4,1
7185,Jeans,Bottomwear,19,4
52155,Dresses,Dress,24,14
27404,Bra,Innerwear,23,5
20631,Sweaters,Topwear,34,0
49794,Caps,Headwear,33,19
19154,Tshirts,Topwear,0,0
34848,Sports Shoes,Shoes,4,1
23889,Sports Shoes,Shoes,4,1
39728,Shirts,Topwear,1,0
6628,Sports Shoes,Shoes,4,1
21511,Handbags,Bags,7,2
18708,Briefs,Innerwear,13,5
12718,Sports Shoes,Shoes,4,1
23119,Sweatshirts,Topwear,32,0
46947,Perfume and Body Mist,Fragrance,18,8
47354,Handbags,Bags,7,2
3228,Casual Shoes,Shoes,2,1
54955,Tshirts,Topwear,0,0
22810,Tshirts,Topwear,0,0
8088,Sports Shoes,Shoes,4,1
7244,Formal Shoes,Shoes,17,1
42680,Kurtas,Topwear,5,0
43924,Tops,Topwear,6,0
2065,Tshirts,Topwear,0,0
49125,Nail Polish,Nails,28,18
41254,Belts,Belts,14,12
32218,Kurtas,Topwear,5,0
18043,Handbags,Bags,7,2
43341,Sports Shoes,Shoes,4,1
29212,Socks,Socks,16,13
46772,Perfume and Body Mist,Fragrance,18,8
14088,Tshirts,Topwear,0,0
26623,Sports Shoes,Shoes,4,1
11358,Tops,Topwear,6,0
8071,Sports Shoes,Shoes,4,1
13499,Tshirts,Topwear,0,0
41530,Belts,Belts,14,12
4024,Casual Shoes,Shoes,2,1
33867,Watches,Watches,3,3
51412,Shirts,Topwear,1,0
13513,Tshirts,Topwear,0,0
57380,Briefs,Innerwear,13,5
4493,Sports Shoes,Shoes,4,1
23714,Sunglasses,Eyewear,9,7
18833,Belts,Belts,14,12
35142,Handbags,Bags,7,2
46105,Flip Flops,Flip Flops,11,11
44134,Perfume and Body Mist,Fragrance,18,8
41879,Flip Flops,Flip Flops,11,11
7552,Tshirts,Topwear,0,0
49408,Casual Shoes,Shoes,2,1
9878,Shirts,Topwear,1,0
43307,Shirts,Topwear,1,0
16387,Shirts,Topwear,1,0
46869,Socks,Socks,16,13
29087,Wallets,Wallets,10,10
58278,Handbags,Bags,7,2
29042,Track Pants,Bottomwear,30,4
20108,Kurtas,Topwear,5,0
13885,Shirts,Topwear,1,0
16834,Tshirts,Topwear,0,0
18079,Briefs,Innerwear,13,5
39450,Kurtas,Topwear,5,0
16155,Formal Shoes,Shoes,17,1
13542,Flats,Shoes,22,1
18792,Wallets,Wallets,10,10
12470,Shirts,Topwear,1,0
4199,Tshirts,Topwear,0,0
13874,Shirts,Topwear,1,0
16192,Sweaters,Topwear,34,0
52958,Sarees,Saree,25,16
2714,Tshirts,Topwear,0,0
48610,Earrings,Jewellery,26,6
26001,Perfume and Body Mist,Fragrance,18,8
49716,Ties,Ties,36,20
21401,Tshirts,Topwear,0,0
17273,Tshirts,Topwear,0,0
4042,Tshirts,Topwear,0,0
9078,Track Pants,Bottomwear,30,4
20470,Belts,Belts,14,12
52585,Clutches,Bags,31,2
23229,Kurtas,Topwear,5,0
25115,Clutches,Bags,31,2
5368,Sports Shoes,Shoes,4,1
33203,Dresses,Dress,24,14
57287,Shirts,Topwear,1,0
6831,Casual Shoes,Shoes,2,1
31029,Shirts,Topwear,1,0
38938,Shorts,Bottomwear,20,4
32570,Tops,Topwear,6,0
2732,Tops,Topwear,6,0
26239,Tshirts,Topwear,0,0
45012,Watches,Watches,3,3
34585,Dresses,Dress,24,14
32432,Tshirts,Topwear,0,0
9642,Shirts,Topwear,1,0
43103,Deodorant,Fragrance,27,8
57255,Handbags,Bags,7,2
1827,Sports Shoes,Shoes,4,1
25172,Handbags,Bags,7,2
11492,Heels,Shoes,8,1
10514,Tops,Topwear,6,0
42815,Briefs,Innerwear,13,5
33758,Tops,Topwear,6,0
26540,Casual Shoes,Shoes,2,1
36428,Sports Shoes,Shoes,4,1
54706,Kurtas,Topwear,5,0
41700,Shorts,Bottomwear,20,4
28052,Briefs,Innerwear,13,5
35793,Casual Shoes,Shoes,2,1
15074,Sandals,Sandal,12,9
2196,Sports Shoes,Shoes,4,1
28220,Deodorant,Fragrance,27,8
15362,Sandals,Sandal,12,9
10301,Casual Shoes,Shoes,2,1
50296,Ties,Ties,36,20
43201,Watches,Watches,3,3
40281,Trousers,Bottomwear,21,4
44050,Perfume and Body Mist,Fragrance,18,8
26934,Dresses,Dress,24,14
15310,Sports Shoes,Shoes,4,1
42643,Kurtas,Topwear,5,0
48359,Clutches,Bags,31,2
49865,Watches,Watches,3,3
2903,Heels,Shoes,8,1
26651,Casual Shoes,Shoes,2,1
19036,Heels,Shoes,8,1
13549,Casual Shoes,Shoes,2,1
48462,Shorts,Bottomwear,20,4
55655,Heels,Shoes,8,1
14362,Heels,Shoes,8,1
55848,Nail Polish,Nails,28,18
55649,Heels,Shoes,8,1
